time,0,1,2,3
2020-01-28 16:35:27.002284,-47.302424044180086,-58.79130622497601,-102.2143905928553,127.0500635669385
2020-01-28 16:35:27.009111,-47.85542358330683,-58.72043605969599,-101.92945517797048,126.9954527148766
2020-01-28 16:35:27.015938,-48.31386628818239,-58.62087813518512,-101.98184746884927,127.16498827197772
2020-01-28 16:35:27.022764,-49.053967697768606,-58.60221010872604,-102.08763579484642,127.5241003054019
2020-01-28 16:35:27.029591,-49.926858929723686,-58.6494213585717,-101.82797837673522,127.6768696693989
2020-01-28 16:35:27.036418,-51.13740348026726,-58.315772663997784,-101.53689404141055,127.77129657195842
2020-01-28 16:35:27.043244,-52.414127868252365,-58.14775356863611,-101.0420693955038,127.81980219431631
2020-01-28 16:35:27.050071,-53.42766763037286,-57.81146036974866,-100.6110741671018,127.74689375308768
2020-01-28 16:35:27.056898,-54.40429734198239,-57.35488768968189,-100.27723203206531,127.69077482411767
2020-01-28 16:35:27.063724,-55.14011417356527,-57.18122691522591,-99.54065290756392,127.35174315206088
2020-01-28 16:35:27.070551,-55.981338164042,-56.6983933849233,-99.04324450193762,127.11483908867184
2020-01-28 16:35:27.077378,-55.72888234736134,-56.326133961390894,-97.71572460336395,125.80423096813185
2020-01-28 16:35:27.084204,-55.547226641529164,-56.366992389379,-97.08881884863389,125.25562248463167
2020-01-28 16:35:27.091031,-55.1613773702859,-56.65623970259739,-96.68193894609867,124.90037777766092
2020-01-28 16:35:27.097858,-54.54751811020536,-57.255344953637824,-96.78943965263616,124.98720688940345
2020-01-28 16:35:27.104684,-54.47123899661533,-57.63041749231916,-96.8615854433209,125.18205795064702
2020-01-28 16:35:27.111511,-54.66269094233782,-57.92129922951635,-97.18999312166926,125.6534179737377
2020-01-28 16:35:27.118338,-54.20513914409742,-58.12255542183895,-97.26420006017915,125.6055459434107
2020-01-28 16:35:27.125164,-53.97894558963255,-58.40408668123167,-97.63763963791061,125.92804525640754
2020-01-28 16:35:27.131991,-53.9765233667077,-58.37218737844801,-97.84220211413637,126.07090801864203
2020-01-28 16:35:27.138818,-54.07183411568628,-58.280160481060136,-97.97392132638178,126.1714294537415
2020-01-28 16:35:27.145644,-54.2737520157539,-58.39000736277684,-98.22057013885258,126.5002510515056
2020-01-28 16:35:27.152471,-54.412302894173806,-58.23333906722564,-98.54497875103503,126.73962806560436
2020-01-28 16:35:27.159298,-54.58749155119302,-57.99024553852228,-98.94037082780352,127.01125852070338
2020-01-28 16:35:27.166124,-54.94556942505096,-57.701787985922074,-99.04381469095935,127.11486602578194
2020-01-28 16:35:27.172951,-55.64858621011456,-57.26561777384781,-99.33800309131986,127.45255974038363
2020-01-28 16:35:27.179778,-56.41588571757491,-56.8731781671086,-99.0560245030463,127.39468806223539
2020-01-28 16:35:27.186604,-56.894521935927145,-56.4062179439123,-99.02989275873097,127.37962046127937
2020-01-28 16:35:27.193431,-57.572547043790394,-56.012218905270615,-98.93620301112965,127.43758906249315
2020-01-28 16:35:27.200258,-58.130151027130765,-55.3860835577872,-99.01572582583069,127.4788087139321
2020-01-28 16:35:27.207084,-58.76248485519164,-55.01469861435713,-98.7644584365565,127.41297006290792
2020-01-28 16:35:27.213911,-59.560562396914136,-54.29286664516142,-98.56439485090685,127.31895339623027
2020-01-28 16:35:27.220738,-60.05629375846726,-54.05305170368642,-98.45777203103506,127.36727873280478
2020-01-28 16:35:27.227564,-60.57416825442197,-53.306790925547325,-98.43606554221894,127.28119585361799
2020-01-28 16:35:27.234391,-60.65333225326539,-53.083947711180734,-98.220395228617,127.05895583111841
2020-01-28 16:35:27.241218,-60.584527132927484,-52.84732296776273,-98.40346262735201,127.06913838470817
2020-01-28 16:35:27.248044,-61.09897433860053,-52.20433069702554,-98.30062054496253,126.9700311423057
2020-01-28 16:35:27.254871,-61.84291221881178,-51.79816185499191,-98.33970495287552,127.19391861829799
2020-01-28 16:35:27.261698,-62.11606271704991,-51.28255194412163,-98.29153401438583,127.08080516061888
2020-01-28 16:35:27.268524,-62.07499951204431,-51.24380747782861,-98.15163947993877,126.93690441256608
2020-01-28 16:35:27.275351,-62.22638966599361,-50.9023319627741,-98.33711138673075,127.01715807716224
2020-01-28 16:35:27.282178,-62.31826106013644,-51.08377946654768,-97.99354009475097,126.86942928242313
2020-01-28 16:35:27.289004,-62.37547890247493,-50.70346378609644,-98.29897989670772,126.98122324562178
2020-01-28 16:35:27.295831,-62.844312578195044,-50.67601585636884,-97.81383523716771,126.82670290717417
2020-01-28 16:35:27.302658,-63.18737465211583,-50.50039844460083,-97.84401009890188,126.95032442150081
2020-01-28 16:35:27.309484,-63.58351834318499,-50.51917869188173,-97.6902096511616,127.03711379863888
2020-01-28 16:35:27.316311,-63.74846387729069,-50.49709214691815,-97.40463314135195,126.8916290360004
2020-01-28 16:35:27.323138,-63.93220001495382,-50.582340517042006,-97.30771685187018,126.94365336580553
2020-01-28 16:35:27.329964,-64.35233256577168,-50.326847018116176,-96.8625008351431,126.71368633844824
2020-01-28 16:35:27.336791,-64.55957746675512,-50.5176149382455,-96.74273944026724,126.80349402182196
2020-01-28 16:35:27.343618,-64.48178561793968,-50.328926080080144,-96.49142908560212,126.49702511851369
2020-01-28 16:35:27.350444,-64.76348133948694,-50.6747434256156,-96.24880847637282,126.59412020146726
2020-01-28 16:35:27.357271,-64.84286957508081,-50.57895259695704,-96.24623735167779,126.59449587123314
2020-01-28 16:35:27.364098,-65.0309219379375,-50.887729322281984,-96.03375961941101,126.65332522407289
